tournament,stage,match_type,match_name,map,round_number,loadout_value,remaining_credits,type,outcome,team_id
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,15,18.8k,12.0k,Semi-buy: 10-20k,Loss,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Haven,17,9.6k,6.3k,Semi-eco: 5-10k,Loss,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Haven,5,22.5k,5.3k,Full buy: 20k+,Loss,7035
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,6,19.9k,3.1k,Semi-buy: 10-20k,Win,12694
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,15,18.5k,0.8k,Semi-buy: 10-20k,Win,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,3,23.1k,1.7k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,8,21.4k,21.1k,Full buy: 20k+,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,15,19.6k,1.0k,Semi-buy: 10-20k,Loss,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,13,3.8k,0.2k,Eco: 0-5k,Loss,1184
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,12,15.8k,0.7k,Semi-buy: 10-20k,Loss,6199
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Bind,13,3.7k,0.3k,Eco: 0-5k,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Fracture,5,8.8k,7.7k,Semi-eco: 5-10k,Win,624
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,20,19.7k,9.2k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Abyss,5,19.9k,6.7k,Semi-buy: 10-20k,Win,8304
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,8,24.2k,1.5k,Full buy: 20k+,Loss,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,17,12.1k,7.4k,Semi-buy: 10-20k,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Haven,13,3.7k,0.3k,Eco: 0-5k,Win,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,16,12.1k,7.8k,Semi-buy: 10-20k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,20,17.2k,8.3k,Semi-buy: 10-20k,Loss,278
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Pearl,10,24.0k,8.9k,Full buy: 20k+,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Lotus,2,1.4k,9.3k,Eco: 0-5k,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Haven,4,21.0k,8.7k,Full buy: 20k+,Win,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Haven,1,3.2k,0.4k,Eco: 0-5k,Loss,17
Champions Tour 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Lotus,15,21.2k,0.6k,Full buy: 20k+,Win,8185
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,Haven,3,3.4k,9.1k,Eco: 0-5k,Loss,15072
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Abyss,13,3.4k,0.5k,Eco: 0-5k,Win,5248
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Lotus,4,8.4k,8.4k,Semi-eco: 5-10k,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Lotus,9,20.9k,3.6k,Full buy: 20k+,Win,188
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Lotus,14,16.4k,3.4k,Semi-buy: 10-20k,Win,120
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Lotus,20,24.9k,24.7k,Full buy: 20k+,Loss,120
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Pearl,10,21.3k,6.9k,Full buy: 20k+,Win,
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Lotus,12,21.7k,1.1k,Full buy: 20k+,Win,6961
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Pearl,17,21.9k,4.5k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Pearl,7,25.6k,18.3k,Full buy: 20k+,Win,2359
Champions Tour 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Pearl,10,24.1k,6.1k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Lotus,6,22.6k,18.1k,Full buy: 20k+,Loss,2
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Split,13,4.2k,0.2k,Eco: 0-5k,Win,2
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Split,18,23.0k,13.7k,Full buy: 20k+,Win,14419
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Ascent,13,3.8k,0.1k,Eco: 0-5k,Loss,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Fracture,6,23.1k,7.0k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Fracture,13,3.8k,0.1k,Eco: 0-5k,Loss,397
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Haven,1,4.0k,0.1k,Eco: 0-5k,Loss,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Fracture,31,23.4k,1.2k,Full buy: 20k+,Win,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Lotus,1,4.0k,0.3k,Eco: 0-5k,Loss,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Icebox,22,16.7k,0.7k,Semi-buy: 10-20k,Loss,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Fracture,9,24.8k,7.3k,Full buy: 20k+,Loss,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Pearl,13,3.8k,0.3k,Eco: 0-5k,Win,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Pearl,4,10.6k,10.4k,Semi-buy: 10-20k,Loss,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs BBL Esports,Haven,9,19.4k,1.5k,Semi-buy: 10-20k,Loss,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Ascent,4,20.0k,3.8k,Semi-buy: 10-20k,Loss,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,Pearl,18,19.0k,0.8k,Semi-buy: 10-20k,Win,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Icebox,6,24.3k,23.7k,Full buy: 20k+,Loss,397
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Fracture,16,21.4k,3.6k,Full buy: 20k+,Loss,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,4,21.6k,1.4k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,18,9.0k,8.4k,Semi-eco: 5-10k,Loss,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,20,19.6k,1.3k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Fracture,1,3.4k,0.4k,Eco: 0-5k,Win,2593
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Ascent,13,3.9k,0.0k,Eco: 0-5k,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Split,14,4.4k,8.0k,Eco: 0-5k,Loss,1001
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Pearl,11,19.9k,5.4k,Semi-buy: 10-20k,Loss,278
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Fracture,2,16.0k,3.1k,Semi-buy: 10-20k,Win,14
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Split,5,23.7k,15.6k,Full buy: 20k+,Win,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Haven,14,2.1k,8.9k,Eco: 0-5k,Loss,624
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Pearl,9,24.7k,10.2k,Full buy: 20k+,Win,6199
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Haven,6,22.4k,7.3k,Full buy: 20k+,Win,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Lotus,14,19.6k,0.8k,Semi-buy: 10-20k,Win,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Lotus,17,10.6k,7.7k,Semi-buy: 10-20k,Win,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Lotus,18,18.7k,0.6k,Semi-buy: 10-20k,Win,624
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Fracture,1,3.6k,0.4k,Eco: 0-5k,Loss,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,14,2.8k,7.8k,Eco: 0-5k,Loss,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split,17,7.3k,8.9k,Semi-eco: 5-10k,Loss,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Haven,3,22.3k,1.3k,Full buy: 20k+,Win,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Pearl,21,24.5k,5.6k,Full buy: 20k+,Win,624
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Split,3,17.3k,7.1k,Semi-buy: 10-20k,Win,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Lotus,6,22.1k,9.8k,Full buy: 20k+,Win,878
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Icebox,15,22.5k,2.7k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,5,20.7k,4.7k,Full buy: 20k+,Loss,8304
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,1,4.0k,0.2k,Eco: 0-5k,Loss,11060
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Fracture,5,8.1k,7.1k,Semi-eco: 5-10k,Loss,14
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Split,21,23.7k,3.5k,Full buy: 20k+,Loss,466
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Lotus,13,3.5k,0.5k,Eco: 0-5k,Loss,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Pearl,5,20.7k,5.4k,Full buy: 20k+,Loss,8304
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Fracture,1,3.1k,0.3k,Eco: 0-5k,Win,8185
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,10,14.4k,6.1k,Semi-buy: 10-20k,Win,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,22,24.3k,28.8k,Full buy: 20k+,Loss,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,8,9.4k,7.7k,Semi-eco: 5-10k,Win,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Icebox,20,16.9k,8.6k,Semi-buy: 10-20k,Loss,17
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Pearl,1,4.0k,0.2k,Eco: 0-5k,Loss,
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,Lotus,19,22.7k,23.2k,Full buy: 20k+,Loss,
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Lotus,18,22.6k,13.9k,Full buy: 20k+,Win,2355
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Pearl,15,19.2k,0.9k,Semi-buy: 10-20k,Win,5248
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,15,22.3k,1.5k,Full buy: 20k+,Win,120
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,13,3.6k,0.2k,Eco: 0-5k,Win,11058
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Ascent,14,16.8k,1.6k,Semi-buy: 10-20k,Win,11058
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Pearl,7,20.8k,13.7k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Lotus,21,20.3k,3.7k,Full buy: 20k+,Win,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Haven,12,22.7k,8.8k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Lotus,6,24.2k,25.3k,Full buy: 20k+,Win,5248
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,Lotus,13,3.8k,0.2k,Eco: 0-5k,Win,2355
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Pearl,20,20.9k,0.6k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,4,19.8k,7.2k,Semi-buy: 10-20k,Win,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,19,25.1k,19.9k,Full buy: 20k+,Loss,5248
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Pearl,12,24.4k,18.0k,Full buy: 20k+,Loss,2
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Icebox,9,21.7k,10.4k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,11,22.9k,13.2k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,16,7.2k,8.9k,Semi-eco: 5-10k,Loss,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Pearl,13,3.5k,0.2k,Eco: 0-5k,Loss,2
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Split,19,23.5k,7.5k,Full buy: 20k+,Loss,474
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Bind,1,3.8k,0.3k,Eco: 0-5k,Loss,8185
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Pearl,12,20.2k,0.5k,Full buy: 20k+,Loss,1120
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,16,23.0k,6.4k,Full buy: 20k+,Win,14
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,22,21.5k,4.9k,Full buy: 20k+,Loss,2059
Champions Tour 2025: Masters Bangkok,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,19,5.3k,7.9k,Semi-eco: 5-10k,Win,1120
Champions Tour 2025: Masters Bangkok,Playoffs,Grand Final,G2 Esports vs T1,Haven,2,0.9k,9.8k,Eco: 0-5k,Loss,14
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Bind,20,19.4k,4.8k,Semi-buy: 10-20k,Win,7035
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,Haven,14,1.2k,8.9k,Eco: 0-5k,Loss,12694
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,21,23.3k,14.8k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,8,22.0k,5.6k,Full buy: 20k+,Loss,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Fracture,18,24.8k,35.6k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,16,19.3k,4.7k,Semi-buy: 10-20k,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,21,21.0k,2.4k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,17,21.3k,5.4k,Full buy: 20k+,Loss,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,10,22.3k,5.0k,Full buy: 20k+,Win,474
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,19,23.6k,7.8k,Full buy: 20k+,Loss,6199
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,1,3.8k,0.2k,Eco: 0-5k,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,15,20.5k,0.7k,Full buy: 20k+,Loss,6199
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,19,23.0k,6.3k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,2,14.8k,2.7k,Semi-buy: 10-20k,Win,878
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Lotus,12,23.2k,4.1k,Full buy: 20k+,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,14,13.4k,4.8k,Semi-buy: 10-20k,Win,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Lotus,14,1.7k,8.5k,Eco: 0-5k,Loss,466
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,7,17.9k,1.5k,Semi-buy: 10-20k,Win,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,1,3.6k,0.1k,Eco: 0-5k,Loss,918
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,3,22.3k,0.1k,Full buy: 20k+,Loss,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Fracture,3,23.2k,2.0k,Full buy: 20k+,Loss,8304
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,8,10.7k,8.0k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,21,18.9k,0.9k,Semi-buy: 10-20k,Win,8304
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,12,18.5k,0.9k,Semi-buy: 10-20k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,9,24.4k,12.5k,Full buy: 20k+,Win,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,23,23.9k,13.7k,Full buy: 20k+,Win,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,36,23.1k,1.1k,Full buy: 20k+,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Lotus,41,23.5k,1.0k,Full buy: 20k+,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,16,19.7k,6.2k,Semi-buy: 10-20k,Loss,278
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 3,Gen.G vs DetonatioN FocusMe,Lotus,5,7.0k,11.3k,Semi-eco: 5-10k,Loss,278
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Pearl,10,21.3k,4.5k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Lotus,18,22.9k,18.1k,Full buy: 20k+,Win,14
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,31,23.9k,0.8k,Full buy: 20k+,Win,17
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Bind,14,1.3k,9.6k,Eco: 0-5k,Loss,14
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,Lotus,12,23.5k,10.1k,Full buy: 20k+,Loss,2406
Champions Tour 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,17,23.3k,16.7k,Full buy: 20k+,Win,120
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Abyss,6,21.1k,7.1k,Full buy: 20k+,Loss,2406
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Fracture,1,3.7k,0.4k,Eco: 0-5k,Win,5248
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Lotus,13,3.6k,0.2k,Eco: 0-5k,Loss,
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Pearl,1,3.1k,0.8k,Eco: 0-5k,Loss,120
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Pearl,14,1.1k,9.0k,Eco: 0-5k,Loss,6961
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Fracture,9,22.7k,1.1k,Full buy: 20k+,Loss,2359
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Split,6,19.4k,4.0k,Semi-buy: 10-20k,Loss,2359
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Abyss,10,24.9k,19.3k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Abyss,9,4.2k,10.0k,Eco: 0-5k,Loss,11058
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Split,12,23.5k,5.5k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Split,17,18.2k,3.4k,Semi-buy: 10-20k,Loss,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Split,22,24.0k,7.7k,Full buy: 20k+,Loss,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Haven,2,1.5k,9.2k,Eco: 0-5k,Loss,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Haven,4,21.3k,3.8k,Full buy: 20k+,Win,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Pearl,11,9.8k,9.6k,Semi-eco: 5-10k,Loss,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Ascent,16,21.8k,6.5k,Full buy: 20k+,Win,11479
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Haven,7,3.5k,10.7k,Eco: 0-5k,Win,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,Icebox,15,19.5k,0.2k,Semi-buy: 10-20k,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Fracture,17,22.1k,4.6k,Full buy: 20k+,Win,397
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,18,21.4k,1.3k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,7,22.8k,7.5k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Fracture,1,3.6k,0.2k,Eco: 0-5k,Loss,397
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Pearl,2,1.6k,8.7k,Eco: 0-5k,Loss,918
