Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Wolves Esports,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Wolves Esports,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Wolves Esports,brimstone,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Wolves Esports,killjoy,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Wolves Esports,raze,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Trace Esports,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Trace Esports,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Trace Esports,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Trace Esports,brimstone,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Fracture,Trace Esports,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,TYLOO,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,TYLOO,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,TYLOO,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,TYLOO,astra,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,TYLOO,fade,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,FunPlus Phoenix,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,FunPlus Phoenix,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,FunPlus Phoenix,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,FunPlus Phoenix,astra,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,FunPlus Phoenix,fade,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Bilibili Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Bilibili Gaming,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Bilibili Gaming,neon,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Bilibili Gaming,astra,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Bilibili Gaming,kayo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,JDG Esports,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,JDG Esports,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,JDG Esports,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,JDG Esports,astra,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,JDG Esports,fade,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Wolves Esports,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Wolves Esports,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Wolves Esports,astra,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Wolves Esports,deadlock,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Wolves Esports,chamber,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Trace Esports,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Trace Esports,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Trace Esports,neon,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Trace Esports,astra,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Pearl,Trace Esports,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,TYLOO,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,TYLOO,killjoy,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,TYLOO,kayo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,TYLOO,gekko,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,TYLOO,waylay,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,FunPlus Phoenix,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,FunPlus Phoenix,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,FunPlus Phoenix,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,FunPlus Phoenix,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,FunPlus Phoenix,gekko,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Titan Esports Club,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Titan Esports Club,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Titan Esports Club,jett,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Titan Esports Club,gekko,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Titan Esports Club,deadlock,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Dragon Ranger Gaming,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Dragon Ranger Gaming,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Dragon Ranger Gaming,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Dragon Ranger Gaming,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Dragon Ranger Gaming,kayo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Bilibili Gaming,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Bilibili Gaming,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Bilibili Gaming,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Bilibili Gaming,sova,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,Bilibili Gaming,harbor,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,JDG Esports,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,JDG Esports,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,JDG Esports,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,JDG Esports,gekko,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Icebox,JDG Esports,waylay,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,TYLOO,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,TYLOO,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,TYLOO,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,TYLOO,neon,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,TYLOO,sova,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,FunPlus Phoenix,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,FunPlus Phoenix,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,FunPlus Phoenix,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,FunPlus Phoenix,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Haven,FunPlus Phoenix,neon,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Titan Esports Club,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Titan Esports Club,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Titan Esports Club,fade,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Titan Esports Club,raze,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Titan Esports Club,deadlock,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Dragon Ranger Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Dragon Ranger Gaming,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Dragon Ranger Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Dragon Ranger Gaming,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Dragon Ranger Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Xi Lai Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Xi Lai Gaming,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Xi Lai Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Xi Lai Gaming,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,Xi Lai Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,All Gamers,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,All Gamers,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,All Gamers,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,All Gamers,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 2,Lotus,All Gamers,waylay,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,JDG Esports,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,JDG Esports,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,JDG Esports,astra,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,JDG Esports,neon,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,JDG Esports,fade,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,Trace Esports,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,Trace Esports,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,Trace Esports,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,Trace Esports,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Lotus,Trace Esports,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,JDG Esports,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,JDG Esports,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,JDG Esports,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,JDG Esports,sova,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,JDG Esports,iso,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,Trace Esports,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,Trace Esports,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,Trace Esports,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,Trace Esports,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Haven,Trace Esports,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,TYLOO,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,TYLOO,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,TYLOO,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,TYLOO,neon,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,TYLOO,brimstone,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Titan Esports Club,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Titan Esports Club,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Titan Esports Club,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Titan Esports Club,brimstone,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Titan Esports Club,raze,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Wolves Esports,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Wolves Esports,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Wolves Esports,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Wolves Esports,brimstone,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Wolves Esports,raze,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Xi Lai Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Xi Lai Gaming,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Xi Lai Gaming,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Xi Lai Gaming,neon,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Xi Lai Gaming,brimstone,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,All Gamers,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,All Gamers,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,All Gamers,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,All Gamers,neon,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,All Gamers,brimstone,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Bilibili Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Bilibili Gaming,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Bilibili Gaming,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Bilibili Gaming,neon,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,Bilibili Gaming,brimstone,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,TYLOO,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,TYLOO,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,TYLOO,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,TYLOO,gekko,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,TYLOO,kayo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Titan Esports Club,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Titan Esports Club,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Titan Esports Club,jett,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Titan Esports Club,gekko,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Titan Esports Club,deadlock,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Dragon Ranger Gaming,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Dragon Ranger Gaming,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Dragon Ranger Gaming,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Dragon Ranger Gaming,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Dragon Ranger Gaming,kayo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,EDward Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,EDward Gaming,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,EDward Gaming,jett,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,EDward Gaming,killjoy,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,EDward Gaming,kayo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Wolves Esports,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Wolves Esports,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Wolves Esports,sova,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Wolves Esports,chamber,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Wolves Esports,reyna,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Xi Lai Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Xi Lai Gaming,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Xi Lai Gaming,jett,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Xi Lai Gaming,killjoy,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Xi Lai Gaming,gekko,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Nova Esports,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Nova Esports,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Nova Esports,jett,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Nova Esports,killjoy,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,Nova Esports,kayo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,FunPlus Phoenix,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,FunPlus Phoenix,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,FunPlus Phoenix,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,FunPlus Phoenix,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,FunPlus Phoenix,gekko,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,TYLOO,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,TYLOO,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,TYLOO,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,TYLOO,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,TYLOO,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Titan Esports Club,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Titan Esports Club,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Titan Esports Club,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Titan Esports Club,deadlock,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Titan Esports Club,raze,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Nova Esports,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Nova Esports,astra,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Nova Esports,deadlock,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Nova Esports,raze,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,Nova Esports,skye,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,FunPlus Phoenix,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,FunPlus Phoenix,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,FunPlus Phoenix,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,FunPlus Phoenix,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Split,FunPlus Phoenix,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,Dragon Ranger Gaming,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,Dragon Ranger Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,Dragon Ranger Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,Dragon Ranger Gaming,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,Dragon Ranger Gaming,fade,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,EDward Gaming,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,EDward Gaming,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,EDward Gaming,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,EDward Gaming,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Ascent,EDward Gaming,deadlock,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Dragon Ranger Gaming,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Dragon Ranger Gaming,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Dragon Ranger Gaming,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Dragon Ranger Gaming,astra,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Dragon Ranger Gaming,fade,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,EDward Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,EDward Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,EDward Gaming,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,EDward Gaming,astra,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,EDward Gaming,chamber,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,All Gamers,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,All Gamers,killjoy,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,All Gamers,astra,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,All Gamers,neon,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,All Gamers,sova,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Bilibili Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Bilibili Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Bilibili Gaming,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Bilibili Gaming,astra,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 3,Pearl,Bilibili Gaming,fade,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Bilibili Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Bilibili Gaming,killjoy,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Bilibili Gaming,kayo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Bilibili Gaming,neon,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Bilibili Gaming,sova,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Wolves Esports,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Wolves Esports,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Wolves Esports,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Wolves Esports,kayo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Wolves Esports,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,FunPlus Phoenix,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,FunPlus Phoenix,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,FunPlus Phoenix,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,FunPlus Phoenix,kayo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,FunPlus Phoenix,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Dragon Ranger Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Dragon Ranger Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Dragon Ranger Gaming,viper,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Dragon Ranger Gaming,vyse,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Ascent,Dragon Ranger Gaming,fade,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Bilibili Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Bilibili Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Bilibili Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Bilibili Gaming,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Bilibili Gaming,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Wolves Esports,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Wolves Esports,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Wolves Esports,yoru,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Wolves Esports,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Wolves Esports,cypher,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,EDward Gaming,tejo,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,EDward Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,EDward Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,EDward Gaming,breach,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,EDward Gaming,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Titan Esports Club,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Titan Esports Club,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Titan Esports Club,breach,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Titan Esports Club,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Titan Esports Club,jett,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,FunPlus Phoenix,tejo,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,FunPlus Phoenix,omen,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,FunPlus Phoenix,viper,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,FunPlus Phoenix,vyse,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,FunPlus Phoenix,neon,0,1,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Dragon Ranger Gaming,omen,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Dragon Ranger Gaming,yoru,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Dragon Ranger Gaming,cypher,1,0,1
VCT 2025: China Stage 1,Group Stage,Week 4,Haven,Dragon Ranger Gaming,sova,1,0,1
