Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,FNATIC,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,FNATIC,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,FNATIC,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,FNATIC,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,DRX,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,DRX,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,DRX,neon,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,DRX,cypher,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,Mega Minors,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,Mega Minors,neon,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,Mega Minors,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,GIANTX,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,GIANTX,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,GIANTX,neon,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,GIANTX,cypher,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Haven,GIANTX,breach,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,FNATIC,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,FNATIC,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,FNATIC,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,FNATIC,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,FNATIC,sage,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,DRX,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,DRX,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,DRX,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,Paper Rex,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,Paper Rex,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,Paper Rex,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,Paper Rex,sage,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,G2 Esports,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,G2 Esports,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,G2 Esports,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,G2 Esports,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,G2 Esports,chamber,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,FNATIC,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,FNATIC,fade,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,FNATIC,raze,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,FNATIC,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,DRX,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,DRX,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,DRX,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,DRX,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Paper Rex,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Paper Rex,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Paper Rex,fade,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Paper Rex,raze,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,G2 Esports,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,G2 Esports,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,G2 Esports,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,G2 Esports,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,G2 Esports,tejo,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Mega Minors,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Mega Minors,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Mega Minors,fade,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,Mega Minors,raze,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,GIANTX,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,GIANTX,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,GIANTX,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,GIANTX,raze,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Lotus,GIANTX,cypher,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Paper Rex,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Paper Rex,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Paper Rex,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Paper Rex,raze,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,G2 Esports,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,G2 Esports,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,G2 Esports,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,G2 Esports,fade,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,G2 Esports,tejo,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Team Heretics,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Team Heretics,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Team Heretics,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Team Heretics,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,Team Heretics,astra,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,MIBR,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,MIBR,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,MIBR,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,MIBR,waylay,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Corrode,MIBR,kayo,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,Team Heretics,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,Team Heretics,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,Team Heretics,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,Team Heretics,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,Team Heretics,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,MIBR,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,MIBR,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,MIBR,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,MIBR,neon,1,0,1
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Sunset,MIBR,cypher,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,FNATIC,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,FNATIC,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,FNATIC,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,FNATIC,astra,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,FNATIC,tejo,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,Paper Rex,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,Paper Rex,fade,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,Paper Rex,raze,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Bind,Paper Rex,brimstone,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,FNATIC,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,FNATIC,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,FNATIC,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,FNATIC,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Paper Rex,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Paper Rex,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Paper Rex,waylay,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Paper Rex,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,MIBR,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,MIBR,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,MIBR,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,MIBR,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,MIBR,neon,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Mega Minors,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Mega Minors,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Mega Minors,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Mega Minors,killjoy,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Haven,Mega Minors,neon,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,FNATIC,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,FNATIC,fade,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,FNATIC,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,FNATIC,raze,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,Paper Rex,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,Paper Rex,fade,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,Paper Rex,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Lotus,Paper Rex,raze,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,MIBR,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,MIBR,kayo,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,MIBR,astra,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,MIBR,jett,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,MIBR,cypher,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,Mega Minors,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,Mega Minors,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,Mega Minors,harbor,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,MIBR,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,MIBR,viper,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,MIBR,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,MIBR,waylay,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,MIBR,kayo,0,1,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,Mega Minors,viper,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,Mega Minors,waylay,1,0,1
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,Mega Minors,kayo,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,FNATIC,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,FNATIC,vyse,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,FNATIC,omen,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,FNATIC,yoru,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,FNATIC,sage,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,Mega Minors,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,Mega Minors,jett,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Ascent,Mega Minors,kayo,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,FNATIC,sova,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,FNATIC,waylay,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,FNATIC,breach,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,FNATIC,astra,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,FNATIC,cypher,0,1,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,Mega Minors,vyse,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,Mega Minors,yoru,1,0,1
Valorant Champions 2025,Playoffs,Upper Final,Abyss,Mega Minors,harbor,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,Mega Minors,viper,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,Mega Minors,waylay,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,Mega Minors,kayo,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,FNATIC,vyse,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,FNATIC,yoru,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,FNATIC,viper,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,FNATIC,fade,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Corrode,FNATIC,astra,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,Mega Minors,vyse,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,Mega Minors,viper,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,Mega Minors,fade,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,Mega Minors,raze,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,FNATIC,omen,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,FNATIC,viper,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,FNATIC,fade,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,FNATIC,raze,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Lotus,FNATIC,killjoy,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,Mega Minors,omen,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,Mega Minors,sova,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,Mega Minors,vyse,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,Mega Minors,yoru,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,Mega Minors,harbor,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,FNATIC,sova,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,FNATIC,cypher,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,FNATIC,breach,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,FNATIC,waylay,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Abyss,FNATIC,astra,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,Mega Minors,omen,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,Mega Minors,sova,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,Mega Minors,vyse,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,Mega Minors,kayo,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,Mega Minors,jett,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,FNATIC,omen,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,FNATIC,sova,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,FNATIC,vyse,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,FNATIC,yoru,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Ascent,FNATIC,sage,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,Mega Minors,omen,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,Mega Minors,sova,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,Mega Minors,cypher,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,Mega Minors,breach,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,Mega Minors,neon,1,0,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,FNATIC,omen,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,FNATIC,yoru,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,FNATIC,fade,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,FNATIC,cypher,0,1,1
Valorant Champions 2025,Playoffs,Grand Final,Sunset,FNATIC,neon,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,DRX,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,DRX,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,DRX,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,DRX,vyse,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,G2 Esports,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,G2 Esports,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,G2 Esports,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,G2 Esports,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,G2 Esports,tejo,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,Team Heretics,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,Team Heretics,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,Team Heretics,deadlock,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,Team Heretics,raze,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,Team Heretics,chamber,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,GIANTX,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,GIANTX,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,GIANTX,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,GIANTX,cypher,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Lotus,GIANTX,raze,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,DRX,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,DRX,cypher,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,DRX,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,G2 Esports,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,G2 Esports,sova,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,G2 Esports,tejo,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,G2 Esports,astra,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Abyss,G2 Esports,chamber,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,DRX,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,DRX,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,DRX,brimstone,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,G2 Esports,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,G2 Esports,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,G2 Esports,brimstone,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,G2 Esports,deadlock,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,G2 Esports,tejo,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,Team Heretics,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,Team Heretics,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,Team Heretics,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,Team Heretics,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,Team Heretics,brimstone,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,GIANTX,viper,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,GIANTX,deadlock,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,GIANTX,raze,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,GIANTX,astra,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Bind,GIANTX,gekko,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,Team Heretics,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,Team Heretics,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,Team Heretics,cypher,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,Team Heretics,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,Team Heretics,jett,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,GIANTX,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,GIANTX,cypher,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,GIANTX,sova,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,GIANTX,jett,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,GIANTX,kayo,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,MIBR,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,MIBR,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,MIBR,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,MIBR,cypher,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,MIBR,neon,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,DRX,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,DRX,sova,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,DRX,cypher,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Sunset,DRX,neon,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,MIBR,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,MIBR,sova,0,1,1
