Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Name,Match ID,Map,Game ID
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,430842,Abyss,196679
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,430842,Fracture,196680
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,430842,Pearl,196681
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,430841,Haven,196676
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,430841,Lotus,196677
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,430841,Abyss,196678
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,430843,Pearl,196682
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,430843,Abyss,196683
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,EDward Gaming vs Nova Esports,430844,Split,196685
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Quarterfinals,EDward Gaming vs Nova Esports,430844,Fracture,196686
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Titan Esports Club vs JDG Esports,430851,Fracture,196708
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Titan Esports Club vs JDG Esports,430851,Abyss,196709
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Xi Lai Gaming vs All Gamers,430853,Abyss,196711
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Xi Lai Gaming vs All Gamers,430853,Bind,196712
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Xi Lai Gaming vs All Gamers,430853,Lotus,196713
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Dragon Ranger Gaming vs TYLOO,430850,Pearl,196705
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Dragon Ranger Gaming vs TYLOO,430850,Haven,196706
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Nova Esports vs Wolves Esports,430849,Fracture,196702
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Nova Esports vs Wolves Esports,430849,Abyss,196703
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 1,Nova Esports vs Wolves Esports,430849,Split,196704
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,430845,Bind,196688
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Semifinals,Bilibili Gaming vs FunPlus Phoenix,430845,Lotus,196689
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Semifinals,Trace Esports vs EDward Gaming,430846,Lotus,196691
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Semifinals,Trace Esports vs EDward Gaming,430846,Bind,196692
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,430854,Pearl,196714
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 2,Nova Esports vs Dragon Ranger Gaming,430854,Bind,196715
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 2,JDG Esports vs Xi Lai Gaming,430855,Pearl,196717
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 2,JDG Esports vs Xi Lai Gaming,430855,Bind,196718
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 2,JDG Esports vs Xi Lai Gaming,430855,Haven,196719
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,430856,Abyss,196720
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,430856,Pearl,196721
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 3,FunPlus Phoenix vs Dragon Ranger Gaming,430856,Haven,196722
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 3,EDward Gaming vs Xi Lai Gaming,430857,Lotus,196723
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 3,EDward Gaming vs Xi Lai Gaming,430857,Bind,196724
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 3,EDward Gaming vs Xi Lai Gaming,430857,Haven,196725
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Final,Bilibili Gaming vs Trace Esports,430847,Bind,196694
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Final,Bilibili Gaming vs Trace Esports,430847,Haven,196695
VCT 2025: China Kickoff,2275,Main Event,4406,Upper Final,Bilibili Gaming vs Trace Esports,430847,Lotus,196696
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,430858,Haven,196726
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Round 4,Dragon Ranger Gaming vs EDward Gaming,430858,Pearl,196727
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Final,Bilibili Gaming vs EDward Gaming,430860,Pearl,196729
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Final,Bilibili Gaming vs EDward Gaming,430860,Haven,196730
VCT 2025: China Kickoff,2275,Main Event,4406,Lower Final,Bilibili Gaming vs EDward Gaming,430860,Lotus,196731
VCT 2025: China Kickoff,2275,Main Event,4406,Grand Final,Trace Esports vs EDward Gaming,430848,Lotus,196697
VCT 2025: China Kickoff,2275,Main Event,4406,Grand Final,Trace Esports vs EDward Gaming,430848,Bind,196698
VCT 2025: China Kickoff,2275,Main Event,4406,Grand Final,Trace Esports vs EDward Gaming,430848,Abyss,196699
VCT 2025: China Kickoff,2275,Main Event,4406,Grand Final,Trace Esports vs EDward Gaming,430848,Fracture,196700
